condition,condition_group,sex,min_age,max_age,value,diagnoses,mortality_flag
Intentional injuries: Event of undetermined intent,acute,1,45,54,0.18,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,1,45,54,0.18,Y872,NA
Intentional injuries: Event of undetermined intent,acute,2,45,54,0.06,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,2,45,54,0.06,Y2,NA
Intentional injuries: Event of undetermined intent,acute,2,45,54,0.06,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,2,45,54,0.06,Y872,NA
Intentional injuries: Event of undetermined intent,acute,1,55,64,0.2,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,1,55,64,0.2,Y2,NA
Intentional injuries: Event of undetermined intent,acute,1,55,64,0.2,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,1,55,64,0.2,Y872,NA
Intentional injuries: Event of undetermined intent,acute,2,55,64,0.04,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,2,55,64,0.04,Y2,NA
Intentional injuries: Event of undetermined intent,acute,2,55,64,0.04,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,2,55,64,0.04,Y872,NA
Intentional injuries: Event of undetermined intent,acute,1,65,74,0.12,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,1,65,74,0.12,Y2,NA
Intentional injuries: Event of undetermined intent,acute,1,65,74,0.12,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,1,65,74,0.12,Y872,NA
Intentional injuries: Event of undetermined intent,acute,2,65,74,0.01,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,2,65,74,0.01,Y2,NA
Intentional injuries: Event of undetermined intent,acute,2,65,74,0.01,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,2,65,74,0.01,Y872,NA
Intentional injuries: Event of undetermined intent,acute,1,75,84,0.05,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,1,75,84,0.05,Y2,NA
Intentional injuries: Event of undetermined intent,acute,1,75,84,0.05,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,1,75,84,0.05,Y872,NA
Intentional injuries: Event of undetermined intent,acute,2,75,84,0,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,2,75,84,0,Y2,NA
Intentional injuries: Event of undetermined intent,acute,2,75,84,0,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,2,75,84,0,Y872,NA
Intentional injuries: Event of undetermined intent,acute,1,85,1000,0,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,1,85,1000,0,Y2,NA
Intentional injuries: Event of undetermined intent,acute,1,85,1000,0,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,1,85,1000,0,Y872,NA
Intentional injuries: Event of undetermined intent,acute,2,85,1000,0,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,2,85,1000,0,Y2,NA
Intentional injuries: Event of undetermined intent,acute,2,85,1000,0,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,2,85,1000,0,Y872,NA
Intentional injuries: Event of undetermined intent,acute,1,16,24,0.03,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,1,16,24,0.03,Y2,NA
Intentional injuries: Event of undetermined intent,acute,1,16,24,0.03,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,1,16,24,0.03,Y872,NA
Intentional injuries: Event of undetermined intent,acute,2,16,24,0.01,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,2,16,24,0.01,Y2,NA
Intentional injuries: Event of undetermined intent,acute,2,16,24,0.01,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,2,16,24,0.01,Y872,NA
Intentional injuries: Event of undetermined intent,acute,1,25,34,0.05,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,1,25,34,0.05,Y2,NA
Intentional injuries: Event of undetermined intent,acute,1,25,34,0.05,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,1,25,34,0.05,Y872,NA
Intentional injuries: Event of undetermined intent,acute,2,25,34,0.01,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,2,25,34,0.01,Y2,NA
Intentional injuries: Event of undetermined intent,acute,2,25,34,0.01,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,2,25,34,0.01,Y872,NA
Intentional injuries: Event of undetermined intent,acute,1,35,44,0.07,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,1,35,44,0.07,Y2,NA
Intentional injuries: Event of undetermined intent,acute,1,35,44,0.07,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,1,35,44,0.07,Y872,NA
Intentional injuries: Event of undetermined intent,acute,2,35,44,0.01,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,2,35,44,0.01,Y2,NA
Intentional injuries: Event of undetermined intent,acute,2,35,44,0.01,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,2,35,44,0.01,Y872,NA
Intentional injuries: Event of undetermined intent,acute,1,45,54,0.08,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,1,45,54,0.08,Y2,NA
Intentional injuries: Event of undetermined intent,acute,1,45,54,0.08,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,1,45,54,0.08,Y872,NA
Intentional injuries: Event of undetermined intent,acute,2,45,54,0.03,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,2,45,54,0.03,Y2,NA
Intentional injuries: Event of undetermined intent,acute,2,45,54,0.03,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,2,45,54,0.03,Y872,NA
Intentional injuries: Event of undetermined intent,acute,1,55,64,0.09,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,1,55,64,0.09,Y2,NA
Intentional injuries: Event of undetermined intent,acute,1,55,64,0.09,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,1,55,64,0.09,Y872,NA
Intentional injuries: Event of undetermined intent,acute,2,55,64,0.02,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,2,55,64,0.02,Y2,NA
Intentional injuries: Event of undetermined intent,acute,2,55,64,0.02,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,2,55,64,0.02,Y872,NA
Intentional injuries: Event of undetermined intent,acute,1,65,74,0.06,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,1,65,74,0.06,Y2,NA
Intentional injuries: Event of undetermined intent,acute,1,65,74,0.06,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,1,65,74,0.06,Y872,NA
Intentional injuries: Event of undetermined intent,acute,2,65,74,0,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,2,65,74,0,Y2,NA
Intentional injuries: Event of undetermined intent,acute,2,65,74,0,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,2,65,74,0,Y872,NA
Intentional injuries: Event of undetermined intent,acute,1,75,84,0.02,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,1,75,84,0.02,Y2,NA
Intentional injuries: Event of undetermined intent,acute,1,75,84,0.02,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,1,75,84,0.02,Y872,NA
Intentional injuries: Event of undetermined intent,acute,2,75,84,0,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,2,75,84,0,Y2,NA
Intentional injuries: Event of undetermined intent,acute,2,75,84,0,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,2,75,84,0,Y872,NA
Intentional injuries: Event of undetermined intent,acute,1,85,1000,0,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,1,85,1000,0,Y2,NA
Intentional injuries: Event of undetermined intent,acute,1,85,1000,0,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,1,85,1000,0,Y872,NA
Intentional injuries: Event of undetermined intent,acute,2,85,1000,0,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,2,85,1000,0,Y2,NA
Intentional injuries: Event of undetermined intent,acute,2,85,1000,0,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,2,85,1000,0,Y872,NA
Intentional injuries: Assault,acute,1,16,24,0.07,X8[5-9],NA
Intentional injuries: Assault,acute,1,16,24,0.07,X9,NA
Intentional injuries: Assault,acute,1,16,24,0.07,Y0,NA
Intentional injuries: Assault,acute,1,16,24,0.07,Y871,NA
Intentional injuries: Assault,acute,2,16,24,0.02,X8[5-9],NA
Intentional injuries: Assault,acute,2,16,24,0.02,X9,NA
Intentional injuries: Assault,acute,2,16,24,0.02,Y0,NA
Intentional injuries: Assault,acute,2,16,24,0.02,Y871,NA
Intentional injuries: Assault,acute,1,25,34,0.12,X8[5-9],NA
Intentional injuries: Assault,acute,1,25,34,0.12,X9,NA
Intentional injuries: Assault,acute,1,25,34,0.12,Y0,NA
Intentional injuries: Assault,acute,1,25,34,0.12,Y871,NA
Intentional injuries: Assault,acute,2,25,34,0.02,X8[5-9],NA
Intentional injuries: Assault,acute,2,25,34,0.02,X9,NA
Intentional injuries: Assault,acute,2,25,34,0.02,Y0,NA
Intentional injuries: Assault,acute,2,25,34,0.02,Y871,NA
Intentional injuries: Assault,acute,1,35,44,0.17,X8[5-9],NA
Intentional injuries: Assault,acute,1,35,44,0.17,X9,NA
Intentional injuries: Assault,acute,1,35,44,0.17,Y0,NA
Intentional injuries: Assault,acute,1,35,44,0.17,Y871,NA
Intentional injuries: Assault,acute,2,35,44,0.03,X8[5-9],NA
Intentional injuries: Assault,acute,2,35,44,0.03,X9,NA
Intentional injuries: Assault,acute,2,35,44,0.03,Y0,NA
Intentional injuries: Assault,acute,2,35,44,0.03,Y871,NA
Intentional injuries: Assault,acute,1,45,54,0.18,X8[5-9],NA
Intentional injuries: Assault,acute,1,45,54,0.18,X9,NA
Intentional injuries: Assault,acute,1,45,54,0.18,Y0,NA
Intentional injuries: Assault,acute,1,45,54,0.18,Y871,NA
Intentional injuries: Assault,acute,2,45,54,0.06,X8[5-9],NA
Intentional injuries: Assault,acute,2,45,54,0.06,X9,NA
Intentional injuries: Assault,acute,2,45,54,0.06,Y0,NA
Intentional injuries: Assault,acute,2,45,54,0.06,Y871,NA
Intentional injuries: Assault,acute,1,55,64,0.2,X8[5-9],NA
Intentional injuries: Assault,acute,1,55,64,0.2,X9,NA
Intentional injuries: Assault,acute,1,55,64,0.2,Y0,NA
Intentional injuries: Assault,acute,1,55,64,0.2,Y871,NA
Intentional injuries: Assault,acute,2,55,64,0.04,X8[5-9],NA
Intentional injuries: Assault,acute,2,55,64,0.04,X9,NA
Intentional injuries: Assault,acute,2,55,64,0.04,Y0,NA
Intentional injuries: Assault,acute,2,55,64,0.04,Y871,NA
Intentional injuries: Assault,acute,1,65,74,0.12,X8[5-9],NA
Intentional injuries: Assault,acute,1,65,74,0.12,X9,NA
Intentional injuries: Assault,acute,1,65,74,0.12,Y0,NA
Intentional injuries: Assault,acute,1,65,74,0.12,Y871,NA
Intentional injuries: Assault,acute,2,65,74,0.01,X8[5-9],NA
Intentional injuries: Assault,acute,2,65,74,0.01,X9,NA
Intentional injuries: Assault,acute,2,65,74,0.01,Y0,NA
Intentional injuries: Assault,acute,2,65,74,0.01,Y871,NA
Intentional injuries: Assault,acute,1,75,84,0.05,X8[5-9],NA
Intentional injuries: Assault,acute,1,75,84,0.05,X9,NA
Intentional injuries: Assault,acute,1,75,84,0.05,Y0,NA
Intentional injuries: Assault,acute,1,75,84,0.05,Y871,NA
Intentional injuries: Assault,acute,2,75,84,0,X8[5-9],NA
Intentional injuries: Assault,acute,2,75,84,0,X9,NA
Intentional injuries: Assault,acute,2,75,84,0,Y0,NA
Intentional injuries: Assault,acute,2,75,84,0,Y871,NA
Intentional injuries: Assault,acute,1,85,1000,0,X8[5-9],NA
Intentional injuries: Assault,acute,1,85,1000,0,X9,NA
Intentional injuries: Assault,acute,1,85,1000,0,Y0,NA
Intentional injuries: Assault,acute,1,85,1000,0,Y871,NA
Intentional injuries: Assault,acute,2,85,1000,0,X8[5-9],NA
Intentional injuries: Assault,acute,2,85,1000,0,X9,NA
Intentional injuries: Assault,acute,2,85,1000,0,Y0,NA
Intentional injuries: Assault,acute,2,85,1000,0,Y871,NA
Intentional injuries: Assault,acute,1,16,24,0.03,X8[5-9],NA
Intentional injuries: Assault,acute,1,16,24,0.03,X9,NA
Intentional injuries: Assault,acute,1,16,24,0.03,Y0,NA
Intentional injuries: Assault,acute,1,16,24,0.03,Y871,NA
Intentional injuries: Assault,acute,2,16,24,0.01,X8[5-9],NA
Intentional injuries: Assault,acute,2,16,24,0.01,X9,NA
Intentional injuries: Assault,acute,2,16,24,0.01,Y0,NA
Intentional injuries: Assault,acute,2,16,24,0.01,Y871,NA
Intentional injuries: Assault,acute,1,25,34,0.05,X8[5-9],NA
Intentional injuries: Assault,acute,1,25,34,0.05,X9,NA
Intentional injuries: Assault,acute,1,25,34,0.05,Y0,NA
Intentional injuries: Assault,acute,1,25,34,0.05,Y871,NA
Intentional injuries: Assault,acute,2,25,34,0.01,X8[5-9],NA
Intentional injuries: Assault,acute,2,25,34,0.01,X9,NA
Intentional injuries: Assault,acute,2,25,34,0.01,Y0,NA
Intentional injuries: Assault,acute,2,25,34,0.01,Y871,NA
Intentional injuries: Assault,acute,1,35,44,0.07,X8[5-9],NA
Intentional injuries: Assault,acute,1,35,44,0.07,X9,NA
Intentional injuries: Assault,acute,1,35,44,0.07,Y0,NA
Intentional injuries: Assault,acute,1,35,44,0.07,Y871,NA
Intentional injuries: Assault,acute,2,35,44,0.01,X8[5-9],NA
Intentional injuries: Assault,acute,2,35,44,0.01,X9,NA
Intentional injuries: Assault,acute,2,35,44,0.01,Y0,NA
Intentional injuries: Assault,acute,2,35,44,0.01,Y871,NA
Intentional injuries: Assault,acute,1,45,54,0.08,X8[5-9],NA
Intentional injuries: Assault,acute,1,45,54,0.08,X9,NA
Intentional injuries: Assault,acute,1,45,54,0.08,Y0,NA
Intentional injuries: Assault,acute,1,45,54,0.08,Y871,NA
Intentional injuries: Assault,acute,2,45,54,0.03,X8[5-9],NA
Intentional injuries: Assault,acute,2,45,54,0.03,X9,NA
Intentional injuries: Assault,acute,2,45,54,0.03,Y0,NA
Intentional injuries: Assault,acute,2,45,54,0.03,Y871,NA
Intentional injuries: Assault,acute,1,55,64,0.09,X8[5-9],NA
Intentional injuries: Assault,acute,1,55,64,0.09,X9,NA
Intentional injuries: Assault,acute,1,55,64,0.09,Y0,NA
Intentional injuries: Assault,acute,1,55,64,0.09,Y871,NA
Intentional injuries: Assault,acute,2,55,64,0.02,X8[5-9],NA
Intentional injuries: Assault,acute,2,55,64,0.02,X9,NA
Intentional injuries: Assault,acute,2,55,64,0.02,Y0,NA
Intentional injuries: Assault,acute,2,55,64,0.02,Y871,NA
Intentional injuries: Assault,acute,1,65,74,0.06,X8[5-9],NA
Intentional injuries: Assault,acute,1,65,74,0.06,X9,NA
Intentional injuries: Assault,acute,1,65,74,0.06,Y0,NA
Intentional injuries: Assault,acute,1,65,74,0.06,Y871,NA
Intentional injuries: Assault,acute,2,65,74,0,X8[5-9],NA
Intentional injuries: Assault,acute,2,65,74,0,X9,NA
Intentional injuries: Assault,acute,2,65,74,0,Y0,NA
Intentional injuries: Assault,acute,2,65,74,0,Y871,NA
Intentional injuries: Assault,acute,1,75,84,0.02,X8[5-9],NA
Intentional injuries: Assault,acute,1,75,84,0.02,X9,NA
Intentional injuries: Assault,acute,1,75,84,0.02,Y0,NA
Intentional injuries: Assault,acute,1,75,84,0.02,Y871,NA
Intentional injuries: Assault,acute,2,75,84,0,X8[5-9],NA
Intentional injuries: Assault,acute,2,75,84,0,X9,NA
Intentional injuries: Assault,acute,2,75,84,0,Y0,NA
Intentional injuries: Assault,acute,2,75,84,0,Y871,NA
Intentional injuries: Assault,acute,1,85,1000,0,X8[5-9],NA
Intentional injuries: Assault,acute,1,85,1000,0,X9,NA
Intentional injuries: Assault,acute,1,85,1000,0,Y0,NA
Intentional injuries: Assault,acute,1,85,1000,0,Y871,NA
Intentional injuries: Assault,acute,2,85,1000,0,X8[5-9],NA
Intentional injuries: Assault,acute,2,85,1000,0,X9,NA
Intentional injuries: Assault,acute,2,85,1000,0,Y0,NA
Intentional injuries: Assault,acute,2,85,1000,0,Y871,NA
